+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                    ;
+------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; NIOSV_SOC_inst|mm_interconnect_0|avalon_st_adapter_006|error_adapter_0                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|avalon_st_adapter_006                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|avalon_st_adapter_005|error_adapter_0                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|avalon_st_adapter_005                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|avalon_st_adapter_004|error_adapter_0                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|avalon_st_adapter_004                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|avalon_st_adapter_003|error_adapter_0                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|avalon_st_adapter_003                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|avalon_st_adapter_002|error_adapter_0                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|avalon_st_adapter_002                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|avalon_st_adapter_001|error_adapter_0                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|avalon_st_adapter_001                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|avalon_st_adapter|error_adapter_0                                                                       ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|avalon_st_adapter                                                                                       ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_015|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_015|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_015|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_015                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_014|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_014|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_014|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_014                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_013|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_013|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_013|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_013                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_012|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_012|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_012|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_012                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_011|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_011|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_011|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_011                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_010|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_010|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_010|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_010                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_009|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_009|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_009|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_009                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_008|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_008|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_008|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_008                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_007|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_007|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_007|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_007                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_006|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_006|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_006|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_006                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_005|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_005|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_005|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_005                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_004|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_004|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_004|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_004                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_003|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_003|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_003|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_003                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_002|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_002|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_002|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_002                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_001|clock_xer|out_to_in_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_001|clock_xer|in_to_out_synchronizer                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_001|clock_xer                                                                                   ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser_001                                                                                             ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser|clock_xer|out_to_in_synchronizer                                                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser|clock_xer|in_to_out_synchronizer                                                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser|clock_xer                                                                                       ; 142   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|crosser                                                                                                 ; 144   ; 2              ; 0            ; 2              ; 138    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|ext_sdram_progmem_s1_cmd_width_adapter|check_and_align_address_to_size                                  ; 47    ; 10             ; 2            ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|ext_sdram_progmem_s1_cmd_width_adapter                                                                  ; 143   ; 3              ; 2            ; 3              ; 120    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|ext_sdram_progmem_s1_rsp_width_adapter|uncompressor                                                     ; 60    ; 4              ; 0            ; 4              ; 45     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|ext_sdram_progmem_s1_rsp_width_adapter                                                                  ; 125   ; 3              ; 0            ; 3              ; 138    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|rsp_mux_003|arb|adder                                                                                   ; 12    ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|rsp_mux_003|arb                                                                                         ; 7     ; 0              ; 4            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|rsp_mux_003                                                                                             ; 414   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|rsp_mux_002|arb|adder                                                                                   ; 12    ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|rsp_mux_002|arb                                                                                         ; 7     ; 0              ; 4            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|rsp_mux_002                                                                                             ; 414   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|rsp_mux_001|arb|adder                                                                                   ; 48    ; 24             ; 0            ; 24             ; 24     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|rsp_mux_001|arb                                                                                         ; 16    ; 0              ; 4            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|rsp_mux_001                                                                                             ; 1647  ; 0              ; 0            ; 0              ; 149    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|rsp_mux|arb|adder                                                                                       ; 48    ; 24             ; 0            ; 24             ; 24     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|rsp_mux|arb                                                                                             ; 16    ; 0              ; 4            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|rsp_mux                                                                                                 ; 1647  ; 0              ; 0            ; 0              ; 149    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|rsp_demux_011                                                                                           ; 141   ; 4              ; 2            ; 4              ; 275    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_SOC_inst|mm_interconnect_0|rsp_demux_010                                                                                           ; 143   ; 16             ; 2            ; 16             ; 549    ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
