+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                      ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                  ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; NIOSV_G_SOC_inst|irq_mapper                                                                                                                                ; 7     ; 11             ; 2            ; 11             ; 16     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_010|error_adapter_0                                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_010                                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_009|error_adapter_0                                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_009                                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_008|error_adapter_0                                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_008                                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_007|error_adapter_0                                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_007                                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_006|error_adapter_0                                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_006                                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_005|error_adapter_0                                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_005                                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_004|error_adapter_0                                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_004                                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_003|error_adapter_0                                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_003                                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_002|error_adapter_0                                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_002                                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_001|error_adapter_0                                                                                   ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter_001                                                                                                   ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter|error_adapter_0                                                                                       ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|avalon_st_adapter                                                                                                       ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_015|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_015|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_015|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_015                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_014|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_014|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_014|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_014                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_013|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_013|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_013|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_013                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_012|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_012|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_012|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_012                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_011|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_011|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_011|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_011                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_010|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_010|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_010|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_010                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_009|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_009|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_009|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_009                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_008|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_008|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_008|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_008                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_007|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_007|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_007|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_007                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_006|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_006|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_006|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_006                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_005|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_005|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_005|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_005                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_004|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_004|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_004|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_004                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_003|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_003|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_003|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_003                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_002|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_002|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_002|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_002                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_001|clock_xer|out_to_in_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_001|clock_xer|in_to_out_synchronizer                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_001|clock_xer                                                                                                   ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser_001                                                                                                             ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser|clock_xer|out_to_in_synchronizer                                                                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser|clock_xer|in_to_out_synchronizer                                                                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser|clock_xer                                                                                                       ; 150   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|crosser                                                                                                                 ; 152   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_mux_003|arb|adder                                                                                                   ; 12    ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_mux_003|arb                                                                                                         ; 7     ; 0              ; 4            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_mux_003                                                                                                             ; 438   ; 0              ; 0            ; 0              ; 148    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_mux_002|arb|adder                                                                                                   ; 12    ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_mux_002|arb                                                                                                         ; 7     ; 0              ; 4            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_mux_002                                                                                                             ; 438   ; 0              ; 0            ; 0              ; 148    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_mux_001|arb|adder                                                                                                   ; 52    ; 26             ; 0            ; 26             ; 26     ; 26              ; 26            ; 26              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_mux_001|arb                                                                                                         ; 17    ; 0              ; 4            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_mux_001                                                                                                             ; 1888  ; 0              ; 0            ; 0              ; 158    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_mux|arb|adder                                                                                                       ; 52    ; 26             ; 0            ; 26             ; 26     ; 26              ; 26            ; 26              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_mux|arb                                                                                                             ; 17    ; 0              ; 4            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_mux                                                                                                                 ; 1888  ; 0              ; 0            ; 0              ; 158    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_demux_014                                                                                                           ; 149   ; 4              ; 2            ; 4              ; 291    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_demux_013                                                                                                           ; 149   ; 4              ; 2            ; 4              ; 291    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_demux_012                                                                                                           ; 149   ; 4              ; 2            ; 4              ; 291    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_demux_011                                                                                                           ; 149   ; 4              ; 2            ; 4              ; 291    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_demux_010                                                                                                           ; 149   ; 4              ; 2            ; 4              ; 291    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_demux_009                                                                                                           ; 149   ; 4              ; 2            ; 4              ; 291    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_demux_008                                                                                                           ; 151   ; 16             ; 2            ; 16             ; 581    ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NIOSV_G_SOC_inst|mm_interconnect_0|rsp_demux_007                                                                                                           ; 149   ; 4              ; 2            ; 4              ; 291    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
